C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_005.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_005.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_005.jpg, 0, 0, 0, 7.809254E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_110.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_110.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_110.jpg, 0, 0, 0, 7.901E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_217.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_217.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_217.jpg, 0, 0, 0, 7.851992E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_317.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_317.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_317.jpg, 0, 0, 0, 7.851838E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_419.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_419.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_419.jpg, 0, 0, 0, 7.791236E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_519.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_519.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_519.jpg, 0, 0, 0, 8.030942E-05
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_621.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_621.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_621.jpg, 0, 0.0208107, 0, 0.006001652
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_726.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_726.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_726.jpg, 0, 0.3376362, 0, 0.2395595
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_827.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_827.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_827.jpg, 0, 0.6381431, 0, 0.8311336
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_36_929.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_36_929.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_36_929.jpg, -0.04072319, 0.9245108, 0, 1.766243
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_37_030.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_37_030.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_37_030.jpg, -0.1036815, 1, 0, 2.897137
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_37_131.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_37_131.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_37_131.jpg, 0, 1, 0, 4.0674
C:\Users\indica\projects\finding-lanes\Data\IMG\center_2024_02_24_13_32_37_236.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\left_2024_02_24_13_32_37_236.jpg, C:\Users\indica\projects\finding-lanes\Data\IMG\right_2024_02_24_13_32_37_236.jpg, -0.0580983, 1, 0, 5.463686
